subject,signal_length,signal_length_sec,window_size_sec,mode,mean_hr,std_hr,n_windows_valid,n_windows_total
101,320,10.7,3,overlapping,67.67538849622807,6.366875268826053,6,6
101,320,10.7,4,non_overlapping,69.71915827800385,6.911276504604839,2,2
101,320,10.7,4,overlapping,68.00160187763261,5.976313327184974,4,4
101,320,10.7,5,non_overlapping,68.63041693438994,6.00726422503034,2,2
101,320,10.7,5,overlapping,68.08872349539516,4.964374335528387,3,3
101,480,16.0,3,non_overlapping,70.01344327836082,5.78937933354725,5,5
101,480,16.0,3,overlapping,69.00011654734294,5.772110838403927,9,9
101,480,16.0,4,non_overlapping,70.30122370133614,4.923455968354274,4,4
101,480,16.0,4,overlapping,69.59655945182824,4.9413074777395245,7,7
101,480,16.0,5,non_overlapping,70.12772606370807,5.34247304504494,3,3
